target,text
0,@benjaminsummers just destroyed me in monopoly . . . i bow my head in shame 
4,http://twitpic.com/6bq0m - BarCamp is a camping place with lots of bars  - my ex-wallpaper
4,"@eilla going by your tweets there should be tons to write about  Tip: write a draft in the language your most conf. with, then translate."
4,thank you billy ray !  MILEY BRAZIL !
0,@migaruler i hope it he isnt daddy jeff... 
4,"Won nowt' at the Casino last night, actually lost all of my money in record time so I was home by 11 "
4,Sick fuckin night! I fucking love rebelution!  hell fucking yeah.
4,@GaltsGhost you can come visit and share in the joy! 
0,"Strongly looking forward to board gaming tomorrow , after a gap of about 2 months "
4,"Today's my 111th birthday! Well, not quite. But it is my birthday.  Going to celebrate it with coffee &amp; sandwhiches in the forest. Yay!"
4,This Twittername is hosted by TwitterFridge. Email us if you want us to open the Fridge  Check: www.twitterfridge.com
4,The two boys excited to see their new baby brother   http://twitpic.com/4ivw2
0,@IvanaE that's the last one 
4,isnt going to read too much into it 
0,"i'm so cold, where did the sun go "
4,@mitchelmusso http://twitpic.com/6pe9h - awesome 
0,Starting to look a little scary outside. 
4,"Another bright sunny day! - Island must have driftered south over the last few days  Oh well, time to eat then off to work"
0,I have such a bad headache 
4,"bed time, everyone. night. "
0,"I never want to fall asleep, i had a bad dream last night "
0,@SharneseLaNier Glad ur gr8. Sorry cold/damp/raining!!  Kinda cool here. Was down @ 44 overnight!!
0,last day of bball camp  but then another one in july! 
0,@divokc awww  my dad's friend used to do that too 
0,Super wal-mart has super lines 
0,Feeling like shit so I'm going to bed...also had bad news today about tomorrow. I have to work late so no bill bailey for me 
0,You were right - there is NO such thing as HAPPINESS! 
4,@rockwiththebest thanks... 
0,revision! 
4,Applying for a PT job today  wish me luck?
0,IS about to take my Daddy to the AirPort 
4,@BeverlyBurger No it's me!! I love you more than you'! 
4,"@jenwoodhouse well technically May ran outta days, you &amp; I don't have to call it June if we don't wanna  lol"
0,@DonnieWahlberg Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore 
0,My grandmother has Pneumonia and they admitted her into the hospital 
4,yay! I'm going to George Strait at the new Cowboy's Stadium...first event there...should be fun 
0,AWWWWWWWWWWWWWWWWW @TonyCEOAMERICA  but im sorry to tell you not every one wants to talk to me  but im working on it  lol ..
0,is going to stay with whitney tomorrow. &amp; is without internet. 
4,@urbunnie It's because you are... MEAN MOMMY!!  Congratulations.  
0,dying hair tomorrow - dark brown....avec no blonde 
0,just finished bade..... surfing online... nutn much to do 
4,@dandyxands I'm now working my way through the other vids. 
0,Raining like crazy in sobe today 
0,@hardtosayone no. looking forward to thursday dreading friday. 
0,@Jonasbrothers why dont you respond?.....  tear
4,"@JoshBerry26 Lol, your welcome! You are such an amazing video maker, i hope one day to be as good as you "
4,will thank Mrassie for teaching him Plurk!!!  http://plurk.com/p/swasq
4,Sitting in convention... Haha we have dumb people in our school 
4,"@GreekMojo Ding ding ding, we have a winner!  "
0,statisticssssssssssss 
0,Why is it snowing? 
4,"Listening to Sia.. calming me down. About to get a goodnight's sleep. Breakfast with James' mom, then off to the airport! "
4,@SofiaMB Which idea? Own Teva or open an office?! How fancy... delegado de propaganda mï¿½dica! 
0,BOW CHICKA BOW WA O_o why nick.....just why..................i don't know 
0,@stephaniepratt should've worn orange 
4,@primatage Especially if the folks at Twitter want to make some money doing this. 
4,lastnight was a f*n blast! now i'm gonna go eat some arroz con pollo 
4,curious if they fixed the window handle in our room in the meantime  #edc
4,@LIALIVE no prob  dont be a twanger lol
0,"All my tweets are already gone, aren't they  Missed you guys tonight."
4,@sappholez You have SO MUCH to tell me!! 
0,whoa its wayyyy 2 hot outside. i miss the nice breezy days 
0,Is missing My Addy 
4,@ClarineV have a pleasant flight 
4,@wimcoekaerts Shouldn't that be life in the 'car pool lane' my friend ? 
0,I dont understand why... 
0,Not wanting to go to work 
0,"Okay so rmb how I said my bed's so comfy, sleeping is so great? Hmmm. Maybe that's a bad thing cause it's SO hard to get up in the morn! "
4,Dude the stars are gorgeous. Text me 
0,-gets bag ready for college- ... I haven't done anything today and I'm knackered 
4,"@Isabellemaga http://mattpproject.webs.com/index.htm Send something for Matt Prokop's Birthday Project, pretty please "
0, seriously why isnt #KEVINJONAS in the trending topics yet  it really should be! #KEVINJONAS #KEVINJONAS #KEVINJONAS #KEVINJONAS #KJ #KJ
4,Thinking of buying a netbook? Watch the GS's netbook 'mini adventure' here http://nn.nf/5584 for inspiration 
4,"Is watching CNN, talking to Katie, &amp; loving his boyfriend.  Oh, and he doesn't feel good."
4,"Anyway, that's the big news! (which a few of you already knew, hah) I hope you all are doing wellllll and going to lots of concerts!  hah."
0,@naomiarifin i missed the whole parttttt nao  btw aku td ngebolang loh ke 34 sm 28.....
4,Chocolate chip cookies with chocolate milk! Yuum! 
0,I say I am dreamer...I am not sure where are my dreams heading towards! 
4,Cool stuff if I do say so myself  http://YourVeryFirstDollar.com
0,going to meet up with the fab 5 for the first time in almost a year. it's really hitting me that i'm leaving soon 
4,Watching the hills season 3 then going to bed 
0,"@RangerSyl Ouch!  Yeah, seems to be the summer for it. I've been sunburned twice thus far. "
0,@jesssicababesss That sucks! 
4,Going to the exam.. :/ - Wish me luck 
4,Good morning twitterville 
4,via @Darlingdear7: Howdy!! Welcome to my crowd!! i hope you dont mind being a part of them! 
4,"@EllsHulihee I remember reading &quot;Mister Bush&quot; in my news scripts but it didn't ring as nice. BTW, yup, dinner was gr8t! "
0,people use me. its a shame 
4,@ArnaudJacobs Tai language so difficult to learning more than mandarin . the good way was you maybe have make girl friend to learning 
0,"Two halogen bulbs have blown in the living room this pm, &amp; they are not easy to replace. If only I was an MP with an expense account "
0,Why am I still awake?! 
4,Come to our free show at the Grove in LA this Friday (June 5th) for Mitchel Musso's album release party. 
0,@oneloveSP miss you 
0,"@kennokishi no kidding. But they do have goode family, which is pretty entertaining...but no pushing daisies "
0,I understand. I think i have a cavity! 
4,@SaraFeenan It's just one of the many reasons I love you Sara. 
0,I feel the sudden urge to go out and dance at a crazy rave in like... San Fran or something... too bad I have finals tomorrow. 
0,Pack pack pack then off to work work work. Grump grump grump! Want to sleep sleep sleep. 
4,First of my final exams tomo. Only two more after that then it's off into the big world 
0,my faith is shaking 
0,docs signed me off with stress.... had another one of those stupid silly freakin panic attacks this morning 
0,Jack in the box! Only seven bucks. 
0,Well time to clean up  ttyl
0,"missing six deuce, my helicopter is in the shop "
0,"omg i just thought about it.. i literally only have three more day left of school. this year went by so fast, i think i might miss it "
4,eating monster asteroids at debbys house 
0,@webb_neck haha yeahh same here. although the ending was so sad. i was like 
4,@SelanneGirl Thank you!   #followfriday #pens #nhl
4,@Idaho_Airships lol 
4,At texas de brazil! Eating picanha 
0,@emmaguy One day I'll be allowed to use the intel turbo memory installed on this laptop in #win7 
4,@mjones14 no i most definetely have not  im still celebrating the fact that english speeches are over!  we need to organise presets :S
4,@KahlaTheSailor that's right Danny Gokey should be outta American Idol 
4,"The bands were great! Talked with friends from high school. Should I get a degree in EIMHBS, I would have a band to manage.  Nice."
0,@jesssaywhattt guys .. Em is mean to me 
0,is veryyy upset she cant go to hacienda tonight because the stupid nuggets game 
4,I have a crush on Conan O'Brien... he's a cutie 
4,@mrjuico HAHAHAHA maybe. cause i think your section sucks. ))) no offense. 
4,"Days of wonder going so quickly...trying to juggle scholarship apps due 06/01, 1st legal assignments due 06/03, and I get back on 06/02! "
4,@andyclemmensen ..... well i said that cos obviously Shaun &lt;3's himself alot... so i &lt;3 you alot  hahahahah
4,@dannygokey DANNY YOU MOVED UP TO #4!!!!! TELL EVERYONE TO KEEP VOTING!!! ITS WORKING!! 
0,Home for the summer. Missing my purdue loves already. 
4,playing sims with my sister; classic! 
4,I DID IT!!!! im not as addicted as i thought 
0,@crazytwism Yeah  That sucks...
0,is now in Timog. Exploiting the free Wifi. I badly need my Internet connection back in my dorm room 
4,"@jldavid Hey, nice new pic! Sounds like you had a good trip. "
4,Is in Victoria. 
4,Spending the last few hours of my birthday. 
4,"@mileycyrus Demi, Miley.. Togehter  haha.. Thats cool.. You should come to Argentina Miley.. Demi had a blast here.. Its your time now â¥"
4,LOVED LOVED LOVED Taylor Swift tonight!  @taylorswift13 you were AWESOME!  Thanks for performing 
4,FloydRounds.com.........check it out 
0,"am loving these tan lines, about to eat some tuna/ wasabi mayo wraps made by my sweetie!!! wish he was here to hang with us "
0,Today is going much slower than yesterday 
0,playing scrabble and I suk at it 
0,@petewentz how cruel is youtube?! the killed the audio of your &quot;Come to the Rescue&quot;-video!  http://tinyurl.com/cetapj
4,@dorcyrussell Get out of here! That's hilarious! 
4,Home after a long and resourceful day. Went to Jersey and just got back. Got me a new client. And tried to make a sale to a diff one. 
0,can''t find my ear phones  where did i put them ?
4,"@Daibach98 happy Friday to you too, David! "
0,Twitter is .... somehow borring... 
0,@congal15 thanks for the encouragement... i need it... im really sick of this audit crap... and UT passing rates are lowest for audit 
0,"Don't like killing my own kind, but tha git wouldn't shut hs trap! Now ta drink in peace!  almost wish Dru was at my side. "
0,"@yannx Entrep tomorrow or what? Yeah I know I'm not even started on SEFest yet, wtf. I hope I get better by tomorrow. I can't taste anyth "
0,@notpatrick hey patrick im a huge fan of your 'casting skils and Im in paris but only for one more day 
4,@HollyYM thanks  oh no whats happened to your shoes??!!!!  i hope they will be ok! xx
4,"Seems I'm not only going to Ocean Terminal today with my sis, but also on a picnic with my aunt, uncle, and their new puppy. "
4,"Just searched it on Twitter, too. Am I obsessive? Good to know I'm not alone in the world. "
4,happy 25th anniversary tetris  &quot;tun tun tun ton tun ton ton tun tun ton ton&quot; that was the theme thong for all you! lol
4,Prom is tonight... finally getting excited 
4,@danamoos Its all good being a commercial gal!   We forgive ya.  Talk to @heyamaretto not sure if I can invite in outsiders to the event
4,@kirash4 that's pretty cool 
0,"Really disappointed that all of Derek Kirk Kim's older comics have disappeared off the internet. Not cool, Derek. "
0,@loribot my music collection will be coming up to 250gb soon.  haha
0,@Wolfgang_ fell short of my own target  #fail http://twitpic.com/6aypt
0,@iiLoveJBxOx Omgggggg. I dont know if i want them back together. I mean if hes happy so am i but he`ll get hurt again  x
4,@jkeyes I didn't have one to show her 
4,"@mcvane ok, i feel stupid  i see it, thanks!"
0,Watching the spam followers flow through 
4,"Hey @souljaboytellem wow. you have the most beautiful lips  lmaoo,  (#followsouljaboytellem live &gt; http://ustre.am/2UhS)"
0,@Ellychick Sorry to hear that you are having a sucky day. 
4,Watching 90210 on e4! Havent watched it in ages 
0,Leaving for work now.. just 7 longs hours before I can be in my bed again. bad times 
0,"had horrible dreams about Steve being horrible , someone ripping up my sub of the day and other various mean things *sad face* "
